temperature,wer,cer
0.5,0.11219750672207285,0.038127997674531275
0.8,0.11219750672207285,0.038127997674531275
1.0,0.11219750672207285,0.038127997674531275
1.2,0.11219750672207285,0.038127997674531275
1.5,0.11219750672207285,0.038127997674531275
2.0,0.11219750672207285,0.038127997674531275
